College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Chaitanya Engineering College,Co-Ed,50 Acres,772,234,2002,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Visakhapatnam,Andhra Pradesh,India,Private,101050.0
BSA College of Engineering and Technology,Co-Ed,15 Acres,,157,1997,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Mathura,Uttar Pradesh,India,Private,219500.0
Aurora's Technical and Management Campus,Co-Ed,,1892,187,2010,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Library, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Hyderabad,Telangana,India,Private,140000.0
Aurangabad College of Engineering,Co-Ed,,608,77,2010,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,"Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Aurangabad,Maharashtra,India,Private,144000.0
Arjun College of Technology and Sciences,Co-Ed,10 Acres,466,148,2006,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Mazidpur,Telangana,India,Private,98047.61904761905
Anand International College of Engineering,Co-Ed,,994,105,2010,,"Rajasthan Technical University, Kota","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Jaipur,Rajasthan,India,Private,319000.0
Aditya College of Technology and Science,Co-Ed,,,179,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Satna,Madhya Pradesh,India,Private,155413.33333333334
Rungta Engineering College,Co-Ed,75 Acres,905,129,2009,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Raipur,Chhattisgarh,India,Private,240272.72727272726
Acropolis Institute of Technology and Research,Co-Ed,,,44,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Bhopal,Madhya Pradesh,India,Private,215571.42857142858
NIMRA Institute of Science and Technology,Co-Ed,5 Acres,288,69,2006,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Ibrahimpatnam,Telangana,India,Private,178666.66666666666
Raksha Shakti University,Co-Ed,230 Acres,629,20,2011,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Guest Room",Ahmedabad,Gujarat,India,Public/Government,48505.0
Shree Swaminarayan Institute of Technology,Co-Ed,,1053,65,2001,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room",Ahmedabad,Gujarat,India,Private,235333.33333333334
Trident Academy of Technology,Co-Ed,,2312,192,2005,,"Biju Patnaik University of Technology, Rourkela","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bhubaneswar,Odisha,India,Private,333999.99999999994
JLD Engineering and Management College,Co-Ed,11 Acres,293,44,2015,,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room",Begampur,West Bengal,India,Private,321000.0
Academy of Scientific and Innovative Research Chennai ,Co-Ed,,4275,2453,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Chennai,Tamil Nadu,India,Public/Government,325500.0
Hindustan Institute of Maritime Training,Co-Ed,,,39,1998,,"Indian Maritime University, Chennai",,"Boys Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport",Chennai,Tamil Nadu,India,Private,762500.0
Sanskrithi School of Engineering,Co-Ed,,512,45,2015,,"Jawaharlal Nehru Technological University, Anantapur",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Swimming Pool",Puttaparthi,Andhra Pradesh,India,Private,140000.0
Indo German Tool Room,Co-Ed,,341,32,1990,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Public/Government,109500.0
Government Polytechnic,Co-Ed,,2042,90,1955,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Public/Government,22653.846153846152
Cusrow Wadia Institute of Technology,Co-Ed,,1256,49,1938,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,87760.0
Lucknow Polytechnic,Co-Ed,,1434,7,1922,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Guest Room, Banks Facilities",Lucknow,Uttar Pradesh,India,Private,56915.0
Government Polytechnic College,Co-Ed,52 Acres,1175,16,1945,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Coimbatore,Tamil Nadu,India,Public/Government,8769.23076923077
Ch Ranbir Singh State Institute of Engineering and Technology,Co-Ed,40 Acres,202,7,2017,,"Maharshi Dayanand University, Rohtak","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, IT Infrastructure, Classrooms, Laboratories, Parking Facility, Guest Room",Jhajjar,Haryana,India,Public/Government,160000.0
Dr DY Patil College of Architecture,Co-Ed,5 Acres,565,39,2000,,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,328500.0
Anjuman Institute of Technology and Management,Male,50 Acres,634,68,1980,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bhatkal,Karnataka,India,Private,273666.6666666667
Mahant Bachittar Singh College of Engineering and Technology,Co-Ed,,1088,69,1999,,"University of Jammu, Jammu",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Guest Room",Jammu,Jammu and Kashmir,India,Private,170333.33333333334
Parul Institute of Architecture and Research,Co-Ed,,441,72,2012,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Guest Room, Banks Facilities",Limda,Gujarat,India,Private,487500.0
HR Institute of Technology,Co-Ed,23 Acres,,208,2005,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Alumni Associations",Ghaziabad,Uttar Pradesh,India,Private,296142.85714285716
VNS Group of Institutions,Co-Ed,,1361,168,1994,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Barkheda Nathu,Madhya Pradesh,India,Private,223307.6923076923
Viswanadha Institute of Technology and Management,Co-Ed,20 Acres,914,122,1998,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Mindivanipalem,Andhra Pradesh,India,Private,120285.71428571429
Thejus Engineering College,Co-Ed,11 Acres,1679,136,2009,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store",Vellarakkad,Kerala,India,Private,241636.36363636365
Talla Padmavathi College of Engineering,Co-Ed,3 Acres,1134,109,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Parking Facility, Guest Room",Kazipet,Telangana,India,Private,127958.33333333333
Sriram Engineering College,Co-Ed,,615,110,1993,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Perumalpattu,Tamil Nadu,India,Private,185000.0
Sree Chaitanya Institute of Technological Sciences,Co-Ed,41 Acres,1141,89,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Timmapuram,Telangana,India,Private,154800.0
Sree Buddha College of Engineering,Co-Ed,,1418,111,2002,,"University of Kerala, Thiruvananthapuram","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Alappuzha,Kerala,India,Private,221500.0
SR Institute of Management and Technology,Co-Ed,60 Acres,3220,190,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Gym, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Lucknow,Uttar Pradesh,India,Private,313846.1538461539
Sarabhai Institute of Science and Technology,Co-Ed,25 Acres,523,100,2004,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Thiruvananthapuram,Kerala,India,Private,250000.0
QIS Institute of Technology,Co-Ed,,1547,173,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations",Vegamukkapalem,Andhra Pradesh,India,Private,180000.0
MNR College of Engineering and Technology,Co-Ed,100 Acres,30,36,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Sangareddy,Telangana,India,Private,192000.0
Malout Institute of Management and Information Technology,Co-Ed,25 Acres,925,17,1998,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Muktsar,Punjab,India,Public/Government,247875.0
KMEA Engineering College,Co-Ed,25 Acres,1201,110,2002,,"APJ Abdul Kalam Technological University, Thiruvananthapuram","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Pukkattupady,Kerala,India,Private,275000.0
Kakatiya Institute of Technology and Science for Women,Female,,1130,92,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Nizamabad,Telangana,India,Private,153000.0
Jaipur Engineering College,Co-Ed,17 Acres,,131,2000,,"Rajasthan Technical University, Kota","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Jaipur,Rajasthan,India,Private,222714.2857142857
